Date,Max Temperature,Min Temperature,Rain,Wind Speed,Humidity,Pressure,PM2.5,PM10,CO,NO2,SO2,O3,AQI
2023-11-27,26.4,16.3,0.0,21.2,65,1013.9,52.93,80.11,596.25,19.84,16.0,86.54,133.33
2023-11-28,27.8,16.4,0.0,20.0,58,1014.4,59.4,88.37,677.42,19.54,19.23,101.54,149.79
2023-11-29,28.0,15.8,0.0,20.5,56,1014.6,55.04,81.62,676.71,22.38,19.5,94.71,153.75
2023-11-30,28.3,15.8,0.0,15.3,61,1014.9,53.12,81.8,933.04,41.71,20.95,73.21,140.92
2023-12-01,29.7,16.8,0.0,15.1,52,1015.7,37.02,54.45,708.42,34.56,16.77,72.08,131.88
2023-12-02,28.7,18.0,0.0,24.7,49,1015.7,40.53,60.69,492.33,13.44,13.7,87.38,102.71
2023-12-03,28.8,17.7,0.0,23.6,50,1016.2,39.06,58.12,537.29,14.72,16.31,90.33,117.62
2023-12-04,29.3,16.6,0.0,15.1,51,1015.7,38.88,59.02,534.67,17.94,18.32,86.5,104.75
2023-12-05,28.6,16.2,0.0,20.7,47,1015.0,29.67,45.84,515.62,19.48,15.89,82.08,98.46
2023-12-06,28.2,16.3,0.0,23.9,43,1015.3,25.49,38.39,469.96,16.69,13.37,85.0,85.75
2023-12-07,28.0,16.1,0.0,21.7,40,1015.5,27.99,41.1,492.88,17.79,14.56,90.17,81.0
2023-12-08,27.0,14.7,0.0,18.3,54,1014.8,28.27,42.18,600.21,27.49,20.3,86.58,92.29
2023-12-09,28.4,17.4,0.0,18.8,72,1015.0,22.23,54.2,520.21,34.7,12.83,63.83,80.12
2023-12-10,26.6,15.0,0.0,13.8,62,1014.5,39.93,70.75,777.58,40.22,32.02,79.79,96.67
2023-12-11,26.9,15.4,0.0,18.5,78,1013.4,22.85,46.42,516.75,33.11,11.51,57.71,94.17
2023-12-12,27.0,16.0,0.0,12.0,70,1011.9,31.73,62.62,638.12,43.09,23.72,68.04,83.38
2023-12-13,28.4,16.2,0.0,16.5,46,1014.0,34.66,59.39,528.12,21.31,22.91,82.46,99.46
2023-12-14,27.6,15.2,0.0,14.5,47,1015.1,35.03,63.13,643.33,28.79,22.45,80.54,97.71
2023-12-15,27.2,14.8,0.0,12.6,47,1015.7,32.97,55.88,601.88,33.38,25.33,84.71,96.33
2023-12-16,27.3,15.3,0.0,18.2,62,1016.2,39.55,64.6,727.54,40.7,18.38,73.04,108.38
2023-12-17,26.5,15.9,0.0,19.0,57,1016.8,40.39,74.42,625.25,29.47,21.26,81.96,107.54
2023-12-18,26.6,16.7,0.0,30.8,36,1019.0,29.73,49.42,467.5,12.42,16.54,92.54,97.75
2023-12-19,26.1,17.0,0.0,28.5,34,1019.2,34.54,54.4,541.0,15.01,20.26,101.17,100.67
2023-12-20,26.4,15.7,0.0,20.1,33,1018.3,27.89,43.03,499.0,18.05,19.4,95.83,90.38
2023-12-21,27.0,14.1,0.0,15.0,36,1016.3,23.15,34.16,530.54,24.58,21.4,88.33,82.67
2023-12-22,27.7,17.0,0.0,18.6,34,1015.0,23.88,34.75,607.79,29.57,19.1,83.33,79.42
2023-12-23,28.8,15.4,0.0,20.9,32,1016.3,22.28,32.63,444.04,17.95,16.09,84.62,71.96
2023-12-24,28.9,17.7,0.0,27.8,34,1018.5,45.86,66.54,658.04,11.16,22.06,122.46,99.25
2023-12-25,28.4,17.2,0.0,22.2,39,1018.2,45.4,67.19,730.96,29.37,24.17,105.04,121.21
2023-12-26,26.2,13.2,0.0,16.6,59,1017.2,52.55,78.6,929.17,32.38,22.53,101.96,149.83
2023-12-27,28.9,16.0,0.0,23.7,51,1018.1,37.32,56.57,739.96,26.89,21.32,94.88,115.46
2023-12-28,28.0,16.0,0.0,23.6,42,1016.7,46.79,71.42,592.46,17.33,22.77,115.5,124.75
2023-12-29,28.2,15.4,0.0,15.5,42,1015.7,28.89,43.66,510.96,20.4,17.08,98.71,108.12
2023-12-30,28.3,16.7,0.0,21.4,39,1016.0,30.07,45.74,488.12,15.39,13.56,103.17,84.04
2023-12-31,27.5,14.9,0.0,20.2,44,1016.2,40.69,62.95,570.33,15.88,19.14,108.88,103.88
2024-01-01,27.0,14.7,0.0,15.0,49,1016.7,38.56,57.59,679.04,17.28,22.16,111.71,114.58
2024-01-02,25.5,14.4,0.0,21.8,64,1015.8,40.39,60.1,898.75,34.67,26.15,107.25,107.67
2024-01-03,25.7,16.5,0.0,16.7,55,1014.9,40.73,64.11,677.54,28.08,21.95,96.58,122.5
2024-01-04,25.0,15.7,0.0,19.1,45,1015.9,38.77,61.87,495.83,16.5,15.97,106.29,104.58
2024-01-05,24.8,14.1,0.0,17.3,52,1016.1,53.94,90.04,642.0,21.82,19.75,100.96,131.04
2024-01-06,25.2,15.6,0.0,22.6,53,1017.3,47.54,76.74,633.21,14.2,18.46,106.88,140.96
2024-01-07,25.5,14.4,0.0,22.1,52,1017.6,43.48,66.77,692.12,12.95,20.59,111.21,126.88
2024-01-08,24.6,14.1,0.0,17.9,55,1017.5,44.36,67.23,914.12,28.92,22.26,104.38,116.88
2024-01-09,25.0,14.4,0.0,27.8,48,1019.0,37.12,58.91,622.96,13.8,16.68,103.38,115.17
2024-01-10,25.2,12.9,0.0,18.7,46,1018.6,37.12,56.47,656.5,18.86,19.7,101.83,106.92
